Before/After,Deployment Date,Days Post Deployment,CruiseStartDate,Location,Destination,Family,Genus species,STAGE,ACTIVITY,MAX N /Dive N,TIME max N,TIME first feed,REEF TYPE,temp ,tubidity ,current m/min,wave,wind,cloud,Time first seen
After1,07-Jun-06,340,17 May 2007,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,"F,SC",14,55.61666,31.25,Sand,20.2,2.5,,0,5,20,
After1,07-Jun-06,340,17 May 2007,Botany Bay,SC1,Sparidae,Acanthopagrus australis,AD,"P,SC",7,41.55,,Sand,20.2,2.5,,0,5,20,
After1,07-Jun-06,354,31 May 2007,Botany Bay,AR4,Sparidae,Pagrus auratus,JUV,F,23,43.61666,27.85,Artificial,18.1,4.5,,0.5,15,0,
After1,07-Jun-06,354,31 May 2007,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,P,76,44.26666,,Artificial,18.1,5,,0.5,15,0,
After1,07-Jun-06,354,31 May 2007,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,"F,SC",14,46.61666,41.35,Natural,18.1,3.5,,0.5,15,0,
After1,07-Jun-06,354,31 May 2007,Botany Bay,RC1,Sparidae,Acanthopagrus australis,AD,P,3,43.8,,Natural,18.1,3.5,,0.5,15,0,
After1,07-Jun-06,354,31 May 2007,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,"F,SC",3,30.31666,55.08333,Natural,18.1,5,,0.5,15,0,
After1,07-Jun-06,354,31 May 2007,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,F,3,58.9,34.51666,Sand,18.1,3.5,,0.5,15,0,
After1,07-Jun-06,354,31 May 2007,Botany Bay,SC2,Sparidae,Acanthopagrus australis,AD,"P,SC",2,38.9,,Sand,18.1,4,,0.5,15,0,
After2,07-Jun-06,578,15 January 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,AD,P,10,21.76666,,Artificial,22,2.5,,0,0,100,
After2,07-Jun-06,578,15 January 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,P,1,10.2,,Artificial,22,2.5,,0,0,100,
After2,07-Jun-06,578,15 January 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,"P,SC",5,10.9,,Artificial,22,3.5,,0,0,100,
After2,07-Jun-06,578,15 January 2008,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,P,2,38.26666,,Natural,22,3,,0,0,100,
After2,07-Jun-06,578,15 January 2008,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,F,1,33.9,34.01666,Sand,22,2.5,,0,0,100,
After2,07-Jun-06,578,15 January 2008,Botany Bay,SC2,Sparidae,Acanthopagrus australis,AD,P,1,46.85,,Sand,22,2.5,,0,0,100,
After2,07-Jun-06,588,25 January 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,AD,"P,SC",12,43.76666,,Artificial,22,2.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,AR3,Sparidae,Rhabdosargus sarba,AD,P,2,47.13333,,Artificial,22,2.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,JUV,"F,SC",2,46.36666,48.68333,Artificial,22,2.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,AR3,Sparidae,Rhabdosargus sarba,AD,P,2,43.95,,Artificial,22,2.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,AD,"F,SC",9,40.78333,48.6,Artificial,22,2.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,P,1,54.03333,,Artificial,22,3.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,P,1,18.81666,,Artificial,22,4.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,"P,SC",2,12.15,,Natural,22,3,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,RC1,Sparidae,Rhabdosargus sarba,AD,P,1,19.05,,Natural,22,3,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,P,1,13.08333,,Natural,22,4,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,SC2,Sparidae,Acanthopagrus australis,AD,"P,SC",3,47.48333,,Sand,22,2.5,,1,10,80,
After2,07-Jun-06,588,25 January 2008,Botany Bay,SC2,Sparidae,Pagrus auratus,JUV,P,1,41.85,,Sand,22,2.5,,1,10,80,
After2,07-Jun-06,599,6 February 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,JUV,"F,SC",4,17.06666,18.96666,Artificial,22.8,2,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,AD,"F,SC",15,25.58333,18.88333,Artificial,22.8,2,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,AR3,Sparidae,Pagrus auratus,AD,F,3,5.68333,4.38333,Artificial,22.8,2,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,"P,SC",1,5.75,,Artificial,22.8,3,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,F,5,16.98333,16.51666,Artificial,22.8,2,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,P,13,33.56666,,Natural,22.8,3.5,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,SC2,Sparidae,Acanthopagrus australis,AD,F,7,9.73333,10.36666,Sand,22.8,2,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,SC2,Sparidae,Pagrus auratus,JUV,"F,SC",2,10.53333,10.3,Sand,22.8,2,,1,10,15,
After2,07-Jun-06,599,6 February 2008,Botany Bay,SC3,Sparidae,Acanthopagrus australis,AD,F,6,61.71666,52.05,Sand,22.8,2,,1,10,15,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR3,Sparidae,Pagrus auratus,JUV,F,1,38.26666,38.51666,Artificial,22.8,3,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,JUV,P,2,35.36666,,Artificial,22.8,3,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR4,Sparidae,Acanthopagrus australis,AD,P,1,11.18333,,Artificial,22.8,3.5,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR4,Sparidae,Pagrus auratus,JUV,F,12,2.73333,2.15,Artificial,22.8,3.5,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR5,Sparidae,Acanthopagrus australis,AD,P,1,6.86666,,Artificial,22.8,5.5,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,F,1,1.53333,1.53333,Artificial,22.8,5.5,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,"F,SC",8,18.43333,3.61666,Artificial,22.8,4,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,AR6,Sparidae,Rhabdosargus sarba,AD,"P,SC",8,12.53333,,Artificial,22.8,4,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,RC1,Sparidae,Acanthopagrus australis,AD,P,1,30.2,,Natural,22.8,4.5,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,F,14,7.71666,1.03333,Natural,22.8,4.5,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,RC3,Sparidae,Acanthopagrus australis,AD,P,8,24.66666,,Natural,22.8,3,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,RC3,Sparidae,Pagrus auratus,JUV,P,2,11.76666,,Natural,22.8,3,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,RC3,Sparidae,Rhabdosargus sarba,AD,P,1,28.45,,Natural,22.8,3,,,,,
After2,07-Jun-06,605,12 February 2008,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,F,1,33.23333,34.71666,Sand,22.8,3,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR3,Sparidae,Pagrus auratus,JUV,P,1,32.03333,,Artificial,22,4,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,JUV,P,2,48.61666,,Artificial,22,4,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,AD,F,7,48.53333,41.65,Artificial,22,4,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR4,Sparidae,Pagrus auratus,AD,F,5,3.25,2.66666,Artificial,22,4,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR6,Sparidae,Acanthopagrus australis,JUV,P,1,2.26666,,Artificial,22,5.5,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR6,Sparidae,Rhabdosargus sarba,JUV,F,4,17.08333,15.01666,Artificial,22,5.5,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR6,Sparidae,Acanthopagrus australis,JUV,F,5,17.41666,10.28333,Artificial,22,5.5,,,,,
After2,07-Jun-06,608,15 February 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,F,13,6.8,2.2,Artificial,22,5.5,,,,,
After2,07-Jun-06,649,26 March 2008,Botany Bay,AR3,Sparidae,Rhabdosargus sarba,AD,P,1,6,,Artificial,21,4,,0,0,0,
After2,07-Jun-06,649,26 March 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,JUV,P,2,4.35,,Artificial,21,4,,0,0,0,
After2,07-Jun-06,649,26 March 2008,Botany Bay,AR3,Sparidae,Pagrus auratus,JUV,"P,SC",8,1.23333,,Artificial,21,4,,0,0,0,
After2,07-Jun-06,649,26 March 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,AD,"F,SC",15,18.7,14.41666,Artificial,21,4,,0,0,0,
After2,07-Jun-06,649,26 March 2008,Botany Bay,AR4,Sparidae,Pagrus auratus,JUV,F,8,33.2,33.28333,Artificial,21,4,,0,0,0,
After2,07-Jun-06,649,26 March 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,F,5,2.9,2.86666,Artificial,21,4.5,,0,0,0,
After2,07-Jun-06,649,26 March 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,F,2,8.06666,9.61666,Artificial,21,4.5,,0,0,0,
After2,07-Jun-06,649,26 March 2008,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,P,1,1.51666,,Natural,21,2.5,,0,0,0,
After2,07-Jun-06,684,1 May 2008,Botany Bay,AR3,Sparidae,Pagrus auratus,JUV,F,2,41.6,42.01666,Artificial,22,4.5,,,,,
After2,07-Jun-06,684,1 May 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,AD,"P,SC",7,57.21666,,Artificial,22,4.5,,,,,
After2,07-Jun-06,684,1 May 2008,Botany Bay,AR4,Sparidae,Rhabdosargus sarba,JUV,P,2,16.15,,Artificial,22,5,,,,,
After2,07-Jun-06,684,1 May 2008,Botany Bay,AR4,Sparidae,Pagrus auratus,AD,F,5,4.2,,Artificial,22,5,,,,,
After2,07-Jun-06,684,1 May 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,F,1,2.11666,2.35,Artificial,22,5.5,,,,,
After2,07-Jun-06,684,1 May 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,"F,SC",13,9.51666,6.93333,Artificial,22,5.5,,,,,
After2,07-Jun-06,684,1 May 2008,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,"F,SC",2,29.76666,48.38333,Natural,22,3,,,,,
After2,07-Jun-06,684,1 May 2008,Botany Bay,RC3,Sparidae,Pagrus auratus,JUV,"F,SC",6,22.43333,22.26666,Natural,22,3,,,,,
After2,07-Jun-06,706,23 May 2008,Botany Bay,AR3,Sparidae,Acanthopagrus australis,JUV,"P,SC",2,42.13333,,Artificial,18,,,0,8,60,
After2,07-Jun-06,706,23 May 2008,Botany Bay,AR3,Sparidae,Pagrus auratus,JUV,"P,SC",7,38.16666,,Artificial,18,,,0,8,60,
After2,07-Jun-06,706,23 May 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,P,1,2.05,,Artificial,18,3,,0,8,60,
After2,07-Jun-06,706,23 May 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,F,11,42.65,51.35,Artificial,18,4.5,,0,8,60,
After2,07-Jun-06,706,23 May 2008,Botany Bay,RC1,Sparidae,Pagrus auratus,AD,"P,SC",9,52.78333,,Natural,18,4,,0,8,60,
After2,07-Jun-06,706,23 May 2008,Botany Bay,RC1,Sparidae,Rhabdosargus sarba,JUV,P,1,52.7,,Natural,18,4,,0,8,60,
After2,07-Jun-06,706,23 May 2008,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,"F,SC",6,7.5,9.18333,Sand,18,3,,0,8,60,
After2,07-Jun-06,740,27 June 2008,Botany Bay,AR3,Sparidae,Pagrus auratus,JUV,P,6,13.71666,,Artificial,17,2.5,,,,,
After2,07-Jun-06,740,27 June 2008,Botany Bay,AR4,Sparidae,Pagrus auratus,JUV,P,2,33.15,,Artificial,17,4,,,,,
After2,07-Jun-06,740,27 June 2008,Botany Bay,AR5,Sparidae,Pagrus auratus,JUV,F,10,25.65,1.65,Artificial,17,2.5,,,,,
After2,07-Jun-06,740,27 June 2008,Botany Bay,AR6,Sparidae,Pagrus auratus,JUV,F,18,8.48333,2.73333,Artificial,17,4,,,,,
After2,07-Jun-06,740,27 June 2008,Botany Bay,AR6,Sparidae,Rhabdosargus sarba,AD,"P,SC",3,4.63333,,Artificial,17,4,,,,,
After2,07-Jun-06,740,27 June 2008,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,F,3,44.25,43.88333,Natural,17,5,,,,,
After2,07-Jun-06,740,27 June 2008,Botany Bay,RC3,Sparidae,Pagrus auratus,JUV,F,9,26.43333,7.18333,Natural,17,5,,,,,
After2,07-Jun-06,740,27 June 2008,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,"F,SC",8,3.15,4.73333,Sand,17,2.5,,,,,
After2,07-Jun-06,48,25 July 2006,Botany Bay,AR2,Sparidae,Acanthopagrus australis,AD,P,2,50.51666,,Artificial,17,3,,0,5,70,
After2,07-Jun-06,48,25 July 2006,Botany Bay,AR3,Sparidae,Pagrus auratus,JUV,P,3,33.48333,,Artificial,17,5,,0,5,70,
After2,07-Jun-06,48,25 July 2006,Botany Bay,AR4,Sparidae,Pagrus auratus,JUV,P,2,27.3,,Artificial,17,,,0,5,70,
After2,07-Jun-06,48,25 July 2006,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,F,12,17.71666,6.23333,Natural,17,2.5,,0,5,70,
After2,07-Jun-06,48,25 July 2006,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,"P,SC",1,55.43333,,Sand,17,2.5,,0,5,70,
After2,07-Jun-06,48,25 July 2006,Botany Bay,SC2,Sparidae,Pagrus auratus,JUV,P,1,43.51666,,Sand,17,2,,0,5,70,
Before,n/a,n/a,14 February 2006,Botany Bay,RC1,Sparidae,Acanthopagrus australis,JUV,P,2,16.16,,Natural,,,,,,,16.16
Before,n/a,n/a,14 February 2006,Botany Bay,SC2,Sparidae,Pagrus auratus,JUV,F,6,9.44,13.4,Sand,,,,,,,1.52
Before,n/a,n/a,14 February 2006,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,P,1,8.39,,Sand,,,,,,,8.39
Before,n/a,n/a,10 May 2006,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,P,1,3.52,,Natural,,,,,,,3.52
Before,n/a,n/a,10 May 2006,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,P,19,7.52,,Sand,,,,,,,2.32
Before,n/a,n/a,10 May 2006,Botany Bay,RC3,Sparidae,Pagrus auratus,JUV,F,21,7.45,14.56,Natural,,,,,,,2.35
Before,n/a,n/a,30 September 2005,Lake Macquarie,RC3,Sparidae,Acanthopagrus australis,AD,P,1,16.01,,Natural,,,,,,,16.01
Before,n/a,n/a,9 November 2005,Lake Macquarie,RC1,Sparidae,Acanthopagrus australis,AD,P,2,14.21,,Natural,,,,,,,14.2
Before,n/a,n/a,9 November 2005,Lake Macquarie,RC3,Sparidae,Acanthopagrus australis,AD,P,6,4.35,,Natural,,,,,,,0.28
Before,n/a,n/a,9 November 2005,Lake Macquarie,RC3,Sparidae,Acanthopagrus australis,JUV,P,2,0.32,,Natural,,,,,,,0.28
Before,n/a,n/a,9 November 2005,Lake Macquarie,SC3,Sparidae,Acanthopagrus australis,AD,P,2,10.41,,Sand,,,,,,,10.41
Before,n/a,n/a,29 November 2005,Lake Macquarie,RC3,Sparidae,Acanthopagrus australis,AD,P,5,11.31,,Natural,,,,,,,1.16
Before,n/a,n/a,29 November 2005,Lake Macquarie,RC3,Sparidae,Acanthopagrus australis,JUV,P,3,1.42,,Natural,,,,,,,1.42
Before,n/a,n/a,29 November 2005,Lake Macquarie,SC1,Sparidae,Acanthopagrus australis,AD,P,1,12.11,,Sand,,,,,,,12.11
Before,n/a,n/a,29 November 2005,Lake Macquarie,RC1,Sparidae,Acanthopagrus australis,JUV,P,2,27.27,,Natural,,,,,,,27.26
Before,n/a,n/a,29 November 2005,Lake Macquarie,RC2,Sparidae,Acanthopagrus australis,JUV,P,2,1.52,,Natural,,,,,,,1.52
Before,n/a,n/a,29 November 2005,Lake Macquarie,RC2,Sparidae,Acanthopagrus australis,AD,P,1,7.36,,Natural,,,,,,,7.36
Before,n/a,n/a,12 January 2006,Botany Bay,SC2,Sparidae,Pagrus auratus,JUV,P,6,9.34,,Sand,,,,,,,9
Before,n/a,n/a,12 January 2006,Botany Bay,SC2,Sparidae,Acanthopagrus australis,AD,P,1,13.01,,Sand,,,,,,,13.01
Before,n/a,n/a,12 January 2006,Botany Bay,RC3,Sparidae,Pagrus auratus,JUV,P,5,0.15,,Natural,,,,,,,0.15
Before,n/a,n/a,12 January 2006,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,P,6,1.54,,Natural,,,,,,,1.54
Before,n/a,n/a,25 February 2006,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,P,2,2.5,,Natural,,,,,,,2.5
Before,n/a,n/a,25 February 2006,Botany Bay,RC3,Sparidae,Acanthopagrus australis,AD,P,1,3.34,,Natural,,,,,,,3.34
Before,n/a,n/a,18 April 2006,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,P,1,2.3,,Natural,,,,,,,2.3
Before,n/a,n/a,18 April 2006,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,P,6,1.39,,Sand,,,,,,,1.26
Before,n/a,n/a,18 April 2006,Botany Bay,SC1,Sparidae,Acanthopagrus australis,AD,P,1,2.02,,Sand,,,,,,,2.02
Before,n/a,n/a,18 April 2006,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,P,5,15.56,,Natural,,,,,,,1.47
Before,n/a,n/a,27 October 2005,Lake Macquarie,RC3,Sparidae,Acanthopagrus australis,JUV,P,7,22.27,,Natural,,,,,,,11.011
Before,n/a,n/a,27 October 2005,Lake Macquarie,RC3,Sparidae,Acanthopagrus australis,AD,P,2,25.28,,Natural,,,,,,,25.28
Before,n/a,n/a,17 March 2006,Botany Bay,RC1,Sparidae,Acanthopagrus australis,AD,P,1,16.16,,Natural,,,,,,,16.16
Before,n/a,n/a,17 March 2006,Botany Bay,RC2,Sparidae,Pagrus auratus,JUV,P,1,27.31,,Natural,,,,,,,27.31
Before,n/a,n/a,17 March 2006,Botany Bay,RC3,Sparidae,Pagrus auratus,JUV,P,7,2.16,,Natural,,,,,,,2.1
Before,n/a,n/a,4 January 2006,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,P,1,4.2,,Sand,,,,,,,4.2
Before,n/a,n/a,9 February 2006,Botany Bay,RC2,Sparidae,Acanthopagrus australis,AD,P,3,7.29,,Natural,,,,,,,7.29
Before,n/a,n/a,27 February 2006,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,P,3,27.54,,Natural,,,,,,,4.29
Before,n/a,n/a,27 February 2006,Botany Bay,SC1,Sparidae,Canthigaster callisterna,AD,P,1,5.31,,Sand,,,,,,,5.31
Before,n/a,n/a,3 November 2005,Lake Macquarie,SC2,Sparidae,Rhabdosargus sarba,AD,F,1,5.2,8.16,Sand,,,,,,,5.2
Before,n/a,n/a,3 November 2005,Lake Macquarie,SC2,Sparidae,Rhabdosargus sarba,JUV,P,1,12.35,,Sand,,,,,,,12.35
Before,n/a,n/a,3 November 2005,Lake Macquarie,RC2,Sparidae,Acanthopagrus australis,AD,P,4,13.07,,Natural,,,,,,,2.49
Before,n/a,n/a,3 November 2005,Lake Macquarie,RC3,Sparidae,Pagrus auratus,JUV,P,1,4.11,,Natural,,,,,,,4.11
Before,n/a,n/a,7 October 2006,St Georges Basin,RC2,Sparidae,Rhabdosargus sarba,JUV,P,5,31.38,,Natural,,,,,,,31.38
Before,n/a,n/a,17 May 2006,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,P,1,4.11,,Sand,,,,,,,4.11
Before,n/a,n/a,17 May 2006,Botany Bay,SC1,Sparidae,Acanthopagrus australis,AD,P,1,22.12,,Sand,,,,,,,22.12
Before,n/a,n/a,5 April 2006,Botany Bay,RC1,Sparidae,Pagrus auratus,JUV,P,16,0.58,,Natural,,,,,,,0.5
Before,n/a,n/a,5 April 2006,Botany Bay,RC1,Sparidae,Acanthopagrus australis,AD,P,1,10.35,,Natural,,,,,,,10.35
Before,n/a,n/a,5 April 2006,Botany Bay,SC1,Sparidae,Pagrus auratus,JUV,P,6,14.44,,Sand,,,,,,,3.05
Before,n/a,n/a,31 May 2006,Botany Bay,SC3,Sparidae,Pagrus auratus,JUV,P,16,3.56,,Sand,,,,,,,2.24
Before,n/a,n/a,12 November 2006,St Georges Basin,RC3,Sparidae,Acanthopagrus australis,JUV,P,1,15.47,,Natural,,,,,,,15.47
Before,n/a,n/a,5 February 2007,St Georges Basin,RC1,Sparidae,Rhabdosargus sarba,JUV,P,1,15.13,,Natural,,,,,,,15.13
Before,n/a,n/a,10 January 2007,St Georges Basin,RC2,Sparidae,Rhabdosargus sarba,JUV,P,4,26.3,,Natural,,,,,,,9.24
Before,n/a,n/a,20 January 2007,St Georges Basin,SC1,Sparidae,Acanthopagrus australis,AD,P,1,14.31,,Sand,,,,,,,14.31
Before,n/a,n/a,20 January 2007,St Georges Basin,SC2,Sparidae,Acanthopagrus australis,AD,P,1,,,Sand,,,,,,,
Before,n/a,n/a,27 June 2006,Botany Bay,RC3,Sparidae,Pagrus auratus,JUV,P,7,6.11,,Natural,,,,,,,6.11
Before,n/a,n/a,27 June 2006,Botany Bay,SC3,Sparidae,Acanthopagrus australis,AD,P,14,11.33,,Sand,,,,,,,4
